Active,Appropriations,Biennium,BillId,BillNumber,Companions,Companions.Companion.Biennium,Companions.Companion.BillId,Companions.Companion.Status,CurrentStatus.ActionDate,CurrentStatus.AmendedByOppositeBody,CurrentStatus.AmendmentsExist,CurrentStatus.BillId,CurrentStatus.HistoryLine,CurrentStatus.PartialVeto,CurrentStatus.Status,CurrentStatus.Veto,EngrossedVersion,IntroducedDate,LegalTitle,LocalFiscalNote,LongDescription,OriginalAgency,PrimeSponsorID,Request,RequestedByBudgetCommittee,RequestedByDepartment,RequestedByGovernor,RequestedByOther,ShortDescription,ShortLegislationType.LongLegislationType,ShortLegislationType.ShortLegislationType,Sponsor,StateFiscalNote,SubstituteVersion
1,0,2003-04,ESHB 1367,1367,,,,,2004-02-02,0,1,ESHB 1367,"House Rules ""X"" file.",0,H Rules X,0,1,2003-02-06,AN ACT Relating to government accountability;,0,Authorizing the legislative accountability board to conduct expanded performance measure reviews.,House,3481,H-1400.1,0,0,0,0,Government accountability,Bill,B,(Rockefeller),1,1
1,0,2003-04,HB 1368,1368,,2003-04,SB 5502,SEducation,2004-01-12,0,0,HB 1368,"By resolution, reintroduced and retained in present status.",0,H Education,0,0,2003-01-23,AN ACT Relating to educational staff associate positions;,0,Determining years of service for educational staff associate positions.,House,3484,H-0040.1,0,0,0,0,Educational staff associates,Bill,B,(Schual-Berke),1,0
0,0,2003-04,EHB 1369,1369,,2003-04,SB 5408,Ssubst for,2004-02-13,0,1,EHB 1369,1st substitute bill substituted.,0,H subst for,0,1,2003-01-23,AN ACT Relating to continuing education for land surveyors;,0,Requiring continuing education for land surveyors.,House,651,H-0682.1,0,0,0,0,Land surveyors,Bill,B,(Romero),1,0
1,0,2003-04,SHB 1369,1369,,,,,2004-03-11,0,0,SHB 1369,"By resolution, returned to House Rules Committee for third reading.",0,H Rules 3C,0,0,2004-01-15,AN ACT Relating to continuing education for land surveyors;,0,Requiring continuing education for land surveyors.,House,651,H-4135.1,0,0,0,0,Land surveyors,Bill,B,(Romero),0,1
1,0,2003-04,HB 1370,1370,,,,,2004-01-12,0,0,HB 1370,"By resolution, reintroduced and retained in present status.",0,H State Govt,0,0,2003-01-23,AN ACT Relating to establishing a state centennial song;,0,Establishing a state centennial song.,House,5161,H-0840.1,0,0,0,0,State centennial song,Bill,B,(Armstrong),0,0
1,0,2003-04,HB 1371,1371,,,,,2004-01-12,0,0,HB 1371,"By resolution, reintroduced and retained in present status.",0,H Judiciary,0,0,2003-01-24,AN ACT Relating to law libraries;,0,Authorizing law libraries to deliver services on-line.,House,1586,H-0865.1,0,0,0,0,Law libraries,Bill,B,(Carrell),0,0
1,0,2003-04,HB 1372,1372,,,,,2004-01-12,0,0,HB 1372,"By resolution, reintroduced and retained in present status.",0,H Trans,0,0,2003-01-24,AN ACT Relating to protecting innocent owners of impounded vehicles;,0,Protecting innocent owners of impounded vehicles.,House,1586,H-0179.3,0,0,0,0,Impounded vehicles,Bill,B,(Carrell),0,0
1,0,2003-04,HB 1373,1373,,,,,2004-01-12,0,0,HB 1373,"By resolution, reintroduced and retained in present status.",0,H Cr Jus & Cor,0,0,2003-01-24,AN ACT Relating to motor vehicle theft;,1,Revising provisions relating to motor vehicle theft.,House,1586,H-0660.2,0,0,0,0,Motor vehicle theft,Bill,B,(Carrell),1,0
1,0,2003-04,HB 1374,1374,,,,,2004-01-12,0,0,HB 1374,"By resolution, reintroduced and retained in present status.",0,H JJ Family,0,0,2003-01-24,AN ACT Relating to sentencing enhancements for criminal gang activity;,0,Providing sentencing enhancements for criminal gang activity.,House,1586,H-0841.1,0,0,0,0,Criminal gang activity,Bill,B,(Carrell),0,0
1,0,2003-04,HB 1375,1375,,,,,2004-03-11,0,0,HB 1375,"By resolution, returned to House Rules Committee for third reading.",0,H Rules 3C,0,0,2003-01-24,AN ACT Relating to basic health plan eligibility of persons studying in the United States under temporary visas;,0,Eliminating basic health plan eligibility of persons holding student visas.,House,1570,H-0898.1,0,0,0,0,Basic health plan,Bill,B,(Dickerson),0,0
1,0,2003-04,EHB 1376,1376,,,,,2004-01-12,0,1,EHB 1376,Referred to Agriculture & Natural Resources.,0,H Agric & NR,0,1,2003-01-24,AN ACT Relating to exempting the use of certain water storage facilities from the water code permitting requirements;,0,Exempting the use of certain water storage facilities from the water code permitting requirements.,House,651,H-0910.1,0,0,0,0,Water storage facilities,Bill,B,(Romero),0,0
1,0,2003-04,HB 1377,1377,,,,,2004-01-12,0,0,HB 1377,"By resolution, reintroduced and retained in present status.",0,H Approp,0,0,2003-01-24,AN ACT Relating to vessel registration;,0,Staggering vessel registration.,House,2157,H-0358.1,0,0,0,0,Vessel registration,Bill,B,(Alexander),1,0
1,0,2003-04,SHB 1377,1377,,,,,2004-01-12,0,0,SHB 1377,"By resolution, reintroduced and retained in present status.",0,H Approp,0,0,2003-02-27,AN ACT Relating to vessel registration;,0,Staggering vessel registration.,House,2157,H-2124.1,0,0,0,0,Vessel registration,Bill,B,(Alexander),0,1
1,0,2003-04,HB 1378,1378,,,,,2004-01-12,0,0,HB 1378,"By resolution, reintroduced and retained in present status.",0,H Judiciary,0,0,2003-01-24,AN ACT Relating to placement of large woody debris;,0,Placing large woody debris into rivers and streams.,House,3473,H-0281.1,0,0,0,0,Large woody debris,Bill,B,(Ericksen),0,0
1,0,2003-04,HB 1379,1379,,,,,2003-05-09,1,1,HB 1379,Effective date 7/27/2003.,0,C 193 L 03,0,0,2003-01-24,"AN ACT Relating to agreements with cities, towns, and counties for traffic control on private roads by local law enforcement personnel;",0,Authorizing agreements for traffic control.  (REVISED FOR PASSED LEGISLATURE:  Authorizing agreements for speeding enforcement.),House,3473,H-0305.1,0,0,0,0,Traffic control agreements,Bill,B,(Ericksen),0,0
0,0,2003-04,HB 1380,1380,,2003-04,SB 5859,Ssubst for,2003-02-28,0,0,HB 1380,1st substitute bill substituted.,0,H subst for,0,0,2003-01-24,AN ACT Relating to creating the crime of mineral trespass;,1,Criminalizing interference with certain mining rights and activities.,House,3473,H-0313.1,0,0,0,0,Mineral trespass,Bill,B,(Ericksen),1,0
1,0,2003-04,SHB 1380,1380,,,,,2003-05-16,1,1,SHB 1380,Effective date 7/27/2003*.,0,C 335 L 03,0,0,2003-02-18,AN ACT Relating to creating the crime of mineral trespass;,0,Criminalizing interference with certain mining rights and activities.  (REVISED FOR PASSED LEGISLATURE:  Criminalizing mineral trespass.),House,3473,H-1695.1,0,0,0,0,Mineral trespass,Bill,B,(Ericksen),0,1
1,0,2003-04,HB 1381,1381,,,,,2004-01-12,0,0,HB 1381,"By resolution, reintroduced and retained in present status.",0,H Trans,0,0,2003-01-24,AN ACT Relating to issuing flat license plates;,0,Requiring flat license plates.,House,3473,H-0843.1,0,0,0,0,Flat license plates,Bill,B,(Ericksen),1,0
1,0,2003-04,HB 1382,1382,,,,,2004-01-12,0,0,HB 1382,"By resolution, reintroduced and retained in present status.",0,H Trans,0,0,2003-01-24,AN ACT Relating to restricted use of high-occupancy vehicle lanes during workday rush hours;,0,Restricting HOV lanes only during rush hour workdays.,House,3473,H-0456.1,0,0,0,0,HOV lanes,Bill,B,(Ericksen),0,0
1,0,2003-04,HB 1383,1383,,,,,2004-01-12,0,0,HB 1383,"By resolution, reintroduced and retained in present status.",0,H Trans,0,0,2003-01-24,AN ACT Relating to providing revenues for transportation projects linked to substantive transportation reforms;,0,Providing revenues for transportation projects linked to substantive transportation reforms.,House,3473,H-0808.1,0,0,0,0,Transportation projects,Bill,B,(Ericksen),0,0
1,0,2003-04,HB 1384,1384,,,,,2004-01-12,0,0,HB 1384,"By resolution, reintroduced and retained in present status.",0,H Trans,0,0,2003-01-24,AN ACT Relating to incentives to increase transportation revenues by increasing transportation permit efficiency;,1,Increasing transportation permit efficiency.,House,3473,H-0809.1,0,0,0,0,Trans permit efficiency,Bill,B,(Ericksen),1,0
1,0,2003-04,HB 1385,1385,,,,,2004-01-12,0,0,HB 1385,"By resolution, reintroduced and retained in present status.",0,H State Govt,0,0,2003-01-24,"AN ACT Relating to incentives to increase transportation revenues by requiring the secretary of transportation to report to the legislature regarding contracting out, and prohibiting collective bargaining agreements with state employees from bargaining away the ability of a state agency to contract out;",0,"Providing incentives to increase transportation revenues by requiring the secretary of transportation to report to the legislature regarding contracting out, and prohibiting collective bargaining agreements with state employees from bargaining away the ability of a state agency to contract out.",House,2172,H-0807.1,0,0,0,0,Transportation incentives,Bill,B,(Mielke),0,0
1,0,2003-04,HB 1386,1386,,,,,2004-01-12,0,0,HB 1386,"By resolution, reintroduced and retained in present status.",0,H Commerce/Lab,0,0,2003-01-24,AN ACT Relating to incentives to increase transportation revenues by reforming prevailing wage laws;,0,Reforming prevailing wage laws.,House,2172,H-0812.1,0,0,0,0,Prevailing wage,Bill,B,(Mielke),0,0
1,0,2003-04,HB 1387,1387,,,,,2004-01-12,0,0,HB 1387,"By resolution, reintroduced and retained in present status.",0,H Trans,0,0,2003-01-24,AN ACT Relating to transportation governance and accountability;,0,Enhancing accountability in transportation governance.,House,3473,H-0848.2,0,0,0,0,Transportatn accountability,Bill,B,(Ericksen),0,0
1,0,2003-04,EHB 1388,1388,,,,,2003-05-20,0,1,EHB 1388,Effective date 7/27/2003.,0,C 373 L 03,0,1,2003-01-24,AN ACT Relating to incentives to increase transportation revenues by reforming laws limiting the provision of passenger-only ferry service;,0,Providing incentives to increase transportation revenues by reforming laws limiting the provision of passenger-only ferry service.,House,4563,H-0810.1,0,0,0,0,Passenger-only ferry service,Bill,B,(Woods),1,0
1,0,2003-04,HB 1389,1389,,,,,2004-01-12,0,0,HB 1389,"By resolution, reintroduced and retained in present status.",0,H Trans,0,0,2003-01-24,AN ACT Relating to incentives to increase transportation revenues by ensuring government efficiencies through performance audits conducted by the legislative transportation committee;,0,Directing performance audits of the department of transportation.,House,5166,H-0811.1,0,0,0,0,Trans dept performance audit,Bill,B,(Jarrett),0,0
0,0,2003-04,HB 1390,1390,,2003-04,SB 5556,SGovt Op & El,2003-03-13,0,0,HB 1390,1st substitute bill substituted.,0,H subst for,0,0,2003-01-24,AN ACT Relating to the process for election to local nonpartisan offices;,1,Authorizing instant runoff voting.,House,8212,H-0349.2,0,0,0,0,Instant runoff voting,Bill,B,(Moeller),1,0
1,0,2003-04,SHB 1390,1390,,,,,2004-01-14,0,0,SHB 1390,"House Rules ""X"" file.",0,H Rules X,0,0,2003-03-03,AN ACT Relating to the process for election to local nonpartisan offices;,0,Authorizing instant runoff voting.,House,8212,H-2212.1,0,0,0,0,Instant runoff voting,Bill,B,(Moeller),0,1
1,0,2003-04,HB 1391,1391,,2003-04,SB 5723,SRules X,2003-05-07,0,0,HB 1391,Effective date 7/27/2003.,0,C 100 L 03,0,0,2003-01-24,AN ACT Relating to requests for postconviction DNA testing;,1,Adjusting procedures for postconviction DNA testing.,House,3487,H-0833.1,0,0,0,0,Postconviction DNA testing,Bill,B,(Kagi),1,0
1,0,2003-04,HB 1392,1392,,,,,2004-01-12,0,0,HB 1392,"By resolution, reintroduced and retained in present status.",0,H Rules X,0,0,2003-01-24,AN ACT Relating to controlled substances;,1,Consolidating drug sentencing laws.,House,3487,H-0355.3,0,0,0,0,Drug sentencing laws,Bill,B,(Kagi),1,0
1,0,2003-04,HB 1393,1393,,,,,2004-01-12,0,0,HB 1393,"By resolution, reintroduced and retained in present status.",0,H Approp,0,0,2003-01-24,AN ACT Relating to first-time offenders;,1,Expanding the first-time offender waiver.,House,2149,H-0805.1,0,0,0,0,First-time offenders,Bill,B,(O'Brien),1,0
1,0,2003-04,HB 1394,1394,,,,,2004-01-12,0,0,HB 1394,"By resolution, reintroduced and retained in present status.",0,H Rules X,0,0,2003-01-24,AN ACT Relating to threshold property values for crimes against property;,1,Changing threshold property values for crimes against property.,House,3487,H-0237.1,0,0,0,0,Crimes against property,Bill,B,(Kagi),1,0
1,0,2003-04,SHB 1394,1394,,,,,2004-01-12,0,0,SHB 1394,"By resolution, reintroduced and retained in present status.",0,H Rules X,0,0,2003-02-21,AN ACT Relating to threshold property values for crimes against property;,1,Changing threshold property values for crimes against property.,House,3487,H-1916.1,0,0,0,0,Crimes against property,Bill,B,(Kagi),1,1
1,0,2003-04,EHB 1395,1395,,2003-04,SB 5263,SRules 2,2003-05-16,0,1,EHB 1395,Effective date 7/27/2003.,0,C 345 L 03,0,1,2003-01-24,AN ACT Relating to the catering of alcoholic beverages at special events by nonprofit organizations;,0,Concerning the catering of alcoholic beverages at special events by nonprofit organizations.  (REVISED FOR ENGROSSED:  Concerning the catering of alcoholic beverages at events by nonprofit organizations.),House,7240,H-0664.2,0,0,0,0,Alcoholic beverages,Bill,B,(Sullivan),0,0
1,0,2003-04,HB 1396,1396,,,,,2004-01-12,0,0,HB 1396,"By resolution, reintroduced and retained in present status.",0,H Trans,0,0,2003-01-24,AN ACT Relating to off-duty employment by state patrol officers;,0,Using vehicles for off-duty employment by state patrol officers.,House,972,H-0033.2,0,0,0,0,Off-duty state patrol,Bill,B,(Conway),1,0
1,0,2003-04,HB 1397,1397,,2003-04,HB 1667,HRules 3C,2004-01-12,0,0,HB 1397,"By resolution, reintroduced and retained in present status.",0,H Commerce/Lab,0,0,2003-01-24,AN ACT Relating to local government land use and zoning powers over gambling activities;,0,Clarifying local government land use and zoning powers over gambling activities.,House,167,H-0198.1,0,0,0,0,Gambling activity zoning,Bill,B,(Hankins),0,0
1,0,2003-04,HB 1398,1398,,2003-04,SB 5337,Ssubst for,2004-01-12,0,0,HB 1398,"By resolution, reintroduced and retained in present status.",0,H Trans,0,0,2003-01-24,AN ACT Relating to the agency council on coordinated transportation;,0,Revising the agency council on coordinated transportation.,House,1907,Z-0455.1,0,1,0,0,Council on coordinated trans,Bill,B,(Murray),0,0
1,0,2003-04,HB 1399,1399,,2003-04,SB 5634,SHea/L-T Care,2004-01-12,0,0,HB 1399,"By resolution, reintroduced and retained in present status.",0,H Rules X,0,0,2003-01-24,AN ACT Relating to prescription drug marketing and disclosure;,0,Requiring the disclosure of gifts made by pharmaceutical manufacturers to persons who prescribe prescription drugs.,House,8209,Z-0481.1,0,0,0,1,Prescription drug marketing,Bill,B,(Clibborn),1,0
1,0,2003-04,SHB 1399,1399,,,,,2004-01-12,0,1,SHB 1399,"By resolution, reintroduced and retained in present status.",0,H Rules X,0,0,2003-02-13,AN ACT Relating to prescription drug marketing and disclosure;,0,Requiring the disclosure of gifts made by pharmaceutical manufacturers to persons who prescribe prescription drugs.,House,8209,H-1632.1,0,0,0,1,Prescription drug marketing,Bill,B,(Clibborn),0,1
1,0,2003-04,HB 1400,1400,,,,,2004-01-12,0,0,HB 1400,"By resolution, reintroduced and retained in present status.",0,H Judiciary,0,0,2003-01-24,AN ACT Relating to controlling dogs that are a threat to public safety;,0,Controlling dogs that are a threat to public safety.,House,157,H-0772.1,0,0,0,0,Dog control,Bill,B,(Grant),0,0
1,0,2003-04,HB 1401,1401,,2003-04,SB 5186,SWays & Means,2004-01-12,0,0,HB 1401,"By resolution, reintroduced and retained in present status.",0,H Finance,0,0,2003-01-24,AN ACT Relating to updating state law to conform to changes in federal estate tax;,0,Updating state law to conform to changes in federal estate tax.,House,157,H-0506.1,0,0,0,0,Federal estate tax,Bill,B,(Grant),0,0
1,0,2003-04,HB 1402,1402,,,,,2004-01-12,0,0,HB 1402,"By resolution, reintroduced and retained in present status.",0,H Cr Jus & Cor,0,0,2003-01-24,AN ACT Relating to protecting public safety;,1,Allowing arrest of parole violators by law enforcement officers.,House,619,H-0653.1,0,0,0,0,Arrest of parole violators,Bill,B,(Campbell),1,0
1,0,2003-04,EHB 1403,1403,,2003-04,SB 5415,Ssubst for,2003-05-07,1,1,EHB 1403,Effective date 7/27/2003.,0,C 129 L 03,0,1,2003-01-24,AN ACT Relating to exceptional faculty award grants;,0,Changing exceptional faculty award grants.,House,2314,Z-0226.1,0,0,0,1,Exceptional faculty award,Bill,B,(Kenney),1,0
1,0,2003-04,HB 1404,1404,,,,,2004-01-12,0,0,HB 1404,"By resolution, reintroduced and retained in present status.",0,H Trans,0,0,2003-01-24,AN ACT Relating to motor vehicle fuel tax revenues attributable to certain counties to be spent within those counties;,0,Requiring fuel tax revenue attributable to certain counties to be spent within those counties.,House,3482,H-0714.1,0,0,0,0,Motor vehicle fuel tax,Bill,B,(Ruderman),0,0
1,0,2003-04,HB 1405,1405,,,,,2004-01-12,0,0,HB 1405,"By resolution, reintroduced and retained in present status.",0,H Cr Jus & Cor,0,0,2003-01-24,AN ACT Relating to health care services for offenders sentenced to death;,0,Limiting health care for inmates with death sentences.,House,1648,H-0260.2,0,0,0,0,Offenders sentenced to death,Bill,B,(McMahan),0,0
1,0,2003-04,HB 1406,1406,,,,,2004-01-12,0,0,HB 1406,"By resolution, reintroduced and retained in present status.",0,H Cr Jus & Cor,0,0,2003-01-24,AN ACT Relating to motor vehicle theft;,0,Raising penalties for taking a motor vehicle without permission.,House,1648,H-0527.1,0,0,0,0,Motor vehicle theft,Bill,B,(McMahan),0,0
1,0,2003-04,HB 1407,1407,,,,,2004-01-12,0,0,HB 1407,"By resolution, reintroduced and retained in present status.",0,H Cr Jus & Cor,0,0,2003-01-24,AN ACT Relating to assault as a predicate for felony murder;,0,Reaffirming assault as a predicate felony for felony murder.,House,1648,H-0428.1,0,0,0,0,Felony murder,Bill,B,(McMahan),0,0
1,0,2003-04,HB 1408,1408,,2003-04,SB 5243,SJudiciary,2004-01-12,0,0,HB 1408,"By resolution, reintroduced and retained in present status.",0,H Judiciary,0,0,2003-01-24,AN ACT Relating to the safety and well-being of children;,0,Protecting children from material that is harmful to minors.,House,1648,H-0303.1,0,0,0,0,Material harmful to minors,Bill,B,(McMahan),0,0
0,0,2003-04,HB 1409,1409,,,,,2003-03-11,0,0,HB 1409,1st substitute bill substituted.,0,H subst for,0,0,2003-01-24,AN ACT Relating to littering;,1,"Defining ""potentially dangerous litter"" and making it a civil infraction to improperly dispose of potentially dangerous litter.",House,1712,H-0077.2,0,0,0,0,Littering,Bill,B,(Upthegrove),1,0
1,0,2003-04,SHB 1409,1409,,,,,2003-05-16,1,1,SHB 1409,Effective date 7/27/2003.,0,C 337 L 03,0,0,2003-02-13,AN ACT Relating to littering;,0,"Defining ""potentially dangerous litter"" and making it a civil infraction to improperly dispose of potentially dangerous litter.  (REVISED FOR PASSED LEGISLATURE:  Making litter that is likely to injure a person or damage property ""potentially dangerous litter,"" making improper disposal a civil infraction, and authorizing counties to abate a nuisance at the expense of the responsible party.)",House,1712,H-1619.1,0,0,0,0,Littering,Bill,B,(Upthegrove),0,1
1,0,2003-04,HB 1410,1410,,2003-04,SB 5356,SNatRes/Ene/W,2004-01-12,0,0,HB 1410,"By resolution, reintroduced and retained in present status.",0,H Rules X,0,0,2003-01-24,AN ACT Relating to maintenance and repair of electrical appliances by a public utility district that provides electrical service;,0,Authorizing certain PUDs to operate an electrical appliance repair service.,House,5158,H-0124.2,0,0,0,0,Electrical appliance repair,Bill,B,(Fromhold),0,0
1,0,2003-04,HB 1411,1411,,,,,2004-01-12,0,0,HB 1411,"By resolution, reintroduced and retained in present status.",0,H Finance,0,0,2003-01-24,AN ACT Relating to using revenues under the county conservation futures levy;,1,Using revenues under the county conservation futures levy.,House,5158,H-0739.1,0,0,0,0,County conservation futures,Bill,B,(Fromhold),1,0
1,0,2003-04,SHB 1411,1411,,,,,2004-01-12,0,0,SHB 1411,"By resolution, reintroduced and retained in present status.",0,H Finance,0,0,2003-03-05,AN ACT Relating to using revenues under the county conservation futures levy;,1,Using revenues under the county conservation futures levy.,House,5158,H-1737.1,0,0,0,0,County conservation futures,Bill,B,(Fromhold),1,1
1,0,2003-04,HB 1412,1412,,2003-04,SB 5060,SHea/L-T Care,2004-01-12,0,0,HB 1412,"By resolution, reintroduced and retained in present status.",0,H Fish Eco & P,0,0,2003-01-24,AN ACT Relating to the children's environmental health and protection advisory council;,0,Creating the children's environmental health and protection advisory council.,House,3484,H-0727.1,0,0,0,0,Children's environmentl hlth,Bill,B,(Schual-Berke),1,0
1,0,2003-04,HB 1413,1413,,,,,2004-01-12,0,0,HB 1413,"By resolution, reintroduced and retained in present status.",0,H Trans,0,0,2003-01-24,AN ACT Relating to veterans' license plates;,1,Allowing disabled veterans free noncommercial truck licenses.,House,2172,H-0645.1,0,0,0,0,Veterans' license plates,Bill,B,(Mielke),1,0
1,0,2003-04,HB 1414,1414,,,,,2004-01-12,0,0,HB 1414,"By resolution, reintroduced and retained in present status.",0,H Local Gov.,0,0,2003-01-24,AN ACT Relating to county commissioner elections;,0,Authorizing county commissioners to be elected by district.,House,2172,H-0285.1,0,0,0,0,County commissioner election,Bill,B,(Mielke),0,0
1,0,2003-04,HB 1415,1415,,,,,2004-01-12,0,0,HB 1415,"By resolution, reintroduced and retained in present status.",0,H Fish Eco & P,0,0,2003-01-24,AN ACT Relating to exempting qualified individuals from mandatory firearms training courses;,0,Exempting certain persons from RCW 77.32.155.,House,2172,H-0446.2,0,0,0,0,Firearms training exemption,Bill,B,(Mielke),0,0
