Active,Appropriations,Biennium,BillId,BillNumber,Companions,Companions.Companion.Biennium,Companions.Companion.BillId,Companions.Companion.Status,CurrentStatus.ActionDate,CurrentStatus.AmendedByOppositeBody,CurrentStatus.AmendmentsExist,CurrentStatus.BillId,CurrentStatus.HistoryLine,CurrentStatus.PartialVeto,CurrentStatus.Status,CurrentStatus.Veto,EngrossedVersion,IntroducedDate,LegalTitle,LocalFiscalNote,LongDescription,OriginalAgency,PrimeSponsorID,Request,RequestedByBudgetCommittee,RequestedByDepartment,RequestedByGovernor,RequestedByOther,ShortDescription,ShortLegislationType.LongLegislationType,ShortLegislationType.ShortLegislationType,Sponsor,StateFiscalNote,SubstituteVersion
1,0,2011-12,HB 2001,2001,,2011-12,SB 5850,SLab/Comm/CP,2012-04-11,0,0,HB 2001,"By resolution, reintroduced and retained in present status.",0,H Trans,0,0,2011-02-22,AN ACT Relating to clarifying regulatory authority over taxicab transportation services for fares;,0,Clarifying regulatory authority over taxicab transportation services for fares.,House,12068,H-1773.1,0,0,0,0,Taxicab services/fares,Bill,B,(Seaquist),0,0
0,0,2011-12,HB 2002,2002,,,,,2011-03-05,0,0,HB 2002,1st substitute bill substituted.,0,H subst for,0,0,2011-02-24,AN ACT Relating to industrial insurance employer wage subsidies and reimbursements for light duty or transitional work;,0,Concerning industrial insurance employer wage subsidies and reimbursements for light duty or transitional work.,House,9997,H-1967.2,0,0,0,0,Industrial insurance,Bill,B,(Sells),1,0
1,0,2011-12,ESHB 2002,2002,,,,,2012-04-11,0,1,ESHB 2002,"By resolution, reintroduced and retained in present status.",0,H Labor/Work Dev,0,1,2011-03-04,AN ACT Relating to industrial insurance employer wage subsidies and reimbursements for light duty or transitional work;,1,Concerning industrial insurance employer wage subsidies and reimbursements for light duty or transitional work.,House,9997,H-2149.1,0,0,0,0,Industrial insurance,Bill,B,(Sells),1,1
1,0,2011-12,EHB 2003,2003,,,,,2011-06-15,0,1,EHB 2003,Effective date 4/1/2011**.,0,C 33 L 11 E1,0,1,2011-02-25,AN ACT Relating to premium payments for children's health coverage for children in families with income greater than two hundred percent of the federal poverty level who are not eligible for the federal children's health insurance program;,0,Concerning premium payments for children's health coverage for certain families who are not eligible for federal children's health insurance coverage.,House,8286,H-1971.1,0,0,0,0,Children's health coverage,Bill,B,(Pettigrew),0,0
1,0,2011-12,HB 2004,2004,,,,,2012-04-11,0,0,HB 2004,"By resolution, reintroduced and retained in present status.",0,H SGTribalAff,0,0,2011-02-25,AN ACT Relating to the display of Washington state license plates;,0,Requiring members of Indian tribes to display Washington state license plates under certain circumstances.,House,15006,H-1744.3,0,0,0,0,License plates/Indian tribes,Bill,B,(Taylor),0,0
1,0,2011-12,HB 2005,2005,,,,,2012-04-11,0,0,HB 2005,"By resolution, reintroduced and retained in present status.",0,H Environment,0,0,2011-02-25,AN ACT Relating to solid waste;,0,"Defining municipal solid waste to be a renewable resource and electricity from certain waste to energy facilities to be an eligible renewable resource for the purposes of chapter 19.285 RCW, the energy independence act.",House,9207,H-1970.1,0,0,0,0,Solid waste,Bill,B,(Ormsby),0,0
1,0,2011-12,HB 2006,2006,,,,,2012-04-11,0,0,HB 2006,"By resolution, reintroduced and retained in present status.",0,H Environment,0,0,2011-03-03,AN ACT Relating to protecting the health of Washington citizens;,1,"Regarding a product stewardship program for the collection, transportation, and disposal of unwanted covered drugs.",House,12003,H-1989.1,0,0,0,0,Disposal of unwanted drugs,Bill,B,(Van De Wege),1,0
1,0,2011-12,HB 2007,2007,,2011-12,SB 5865,SHumServ/Corr,2012-04-11,0,0,HB 2007,"By resolution, reintroduced and retained in present status.",0,H Erly Lrn/H Svc,0,0,2011-03-03,AN ACT Relating to participation in the WorkFirst program;,0,Concerning participation in the WorkFirst program.,House,8286,H-2074.1,0,0,0,0,WorkFirst participation,Bill,B,(Pettigrew),1,0
1,0,2011-12,HB 2008,2008,,2011-12,SB 5862,SWays & Means,2012-04-11,0,0,HB 2008,"By resolution, reintroduced and retained in present status.",0,H Gen Gov Apps,0,0,2011-03-03,AN ACT Relating to the administration of natural resources programs;,1,Regarding the administration of natural resources programs.,House,630,Z-0577.1,0,1,0,0,Natural resources programs,Bill,B,(Dunshee),1,0
1,0,2011-12,HB 2009,2009,,,,,2012-04-11,0,0,HB 2009,"By resolution, reintroduced and retained in present status.",0,H HC/Wellness,0,0,2011-03-04,AN ACT Relating to medical assistants;,0,Regarding registration of medical assistants.,House,1543,H-1683.5,0,0,0,0,Medical assistants,Bill,B,(Cody),1,0
0,0,2011-12,HB 2010,2010,,,,,2012-02-10,0,0,HB 2010,1st substitute bill substituted.,0,H subst for,0,0,2011-03-05,AN ACT Relating to title insurance rate filings;,0,Addressing title insurance rate filings.,House,5154,H-2086.1,0,0,0,0,Title insurance rate filings,Bill,B,(Kirby),0,0
1,0,2011-12,SHB 2010,2010,,,,,2012-04-11,0,0,SHB 2010,"By resolution, reintroduced and retained in present status.",0,H Rules 3C,0,0,2012-01-31,AN ACT Relating to title insurance rate filings;,0,Addressing title insurance rate filings.,House,5154,H-4014.1,0,0,0,0,Title insurance rate filings,Bill,B,(Kirby),1,1
1,0,2011-12,EHB 2011,2011,,,,,2012-04-11,0,1,EHB 2011,"By resolution, reintroduced and retained in present status.",0,H Rules 3C,0,1,2011-03-05,AN ACT Relating to enhancing the safety of employees working for the department of corrections through collective bargaining and binding interest arbitration;,0,Enhancing the safety of employees working for the department of corrections through collective bargaining and binding interest arbitration.,House,9997,H-2136.1,0,0,0,0,Corrections dept. employees,Bill,B,(Sells),1,0
1,0,2011-12,HB 2012,2012,,,,,2012-04-11,0,0,HB 2012,"By resolution, reintroduced and retained in present status.",0,H Trans,0,0,2011-03-07,AN ACT Relating to the fuel tax used to determine fuel tax distributions to certain accounts;,0,Concerning the fuel tax used to determine fuel tax distributions to certain accounts.,House,13546,H-1227.1,0,0,0,0,Fuel tax distributions,Bill,B,(Liias),1,0
1,0,2011-12,HB 2013,2013,,,,,2012-04-11,0,0,HB 2013,"By resolution, reintroduced and retained in present status.",0,H SGTribalAff,0,0,2011-03-07,AN ACT Relating to providing transparency and legislative oversight of tribal fuel tax agreements;,0,Providing transparency and legislative oversight of tribal fuel tax agreements.,House,5161,H-1275.3,0,0,0,0,Tribal fuel tax agreements,Bill,B,(Armstrong),0,0
1,0,2011-12,HB 2014,2014,,,,,2012-04-11,0,0,HB 2014,"By resolution, reintroduced and retained in present status.",0,H Ways & Means,0,0,2011-03-08,AN ACT Relating to liquor license fees;,0,Concerning liquor license fees.,House,5155,H-2079.2,0,0,0,0,Liquor license fees,Bill,B,(Hunt),1,0
1,0,2011-12,HB 2015,2015,,2011-12,2ESB 5873,SRules 3,2012-04-11,0,0,HB 2015,"By resolution, reintroduced and retained in present status.",0,H Ways & Means,0,0,2011-03-11,AN ACT Relating to the sales and use tax exemption for qualifying businesses of eligible server equipment;,0,Concerning the sales and use tax exemption for qualifying businesses of eligible server equipment.,House,10039,H-2085.1,0,0,0,0,Computer data ctr equipment,Bill,B,(Springer),0,0
1,0,2011-12,HB 2016,2016,,2011-12,SB 5874,STransportation,2012-04-11,0,0,HB 2016,"By resolution, reintroduced and retained in present status.",0,H Trans,0,0,2011-03-11,AN ACT Relating to local transit revenue;,0,Concerning local transit revenue.,House,13546,H-0944.6,0,0,0,0,Local transit revenue,Bill,B,(Liias),0,0
0,0,2011-12,HB 2017,2017,,,,,2011-04-07,0,0,HB 2017,1st substitute bill substituted.,0,H subst for,0,0,2011-03-14,AN ACT Relating to the master license service program;,0,Transferring the master license service program to the department of revenue.,House,8222,H-2192.1,0,0,0,0,Master license program,Bill,B,(Hunter),1,0
1,0,2011-12,SHB 2017,2017,,,,,2011-05-10,0,0,SHB 2017,Effective date 7/1/2011.,0,C 298 L 11,0,0,2011-03-31,AN ACT Relating to the master license service program;,1,Concerning the master license service program.,House,8222,H-2499.1,0,0,0,0,Master license program,Bill,B,WAYS(Hunter),1,1
1,0,2011-12,HB 2018,2018,,2011-12,SB 5882,SRules X,2012-04-11,0,0,HB 2018,"By resolution, reintroduced and retained in present status.",0,H Ways & Means,0,0,2011-03-14,AN ACT Relating to determining average salary for the pension purposes of local government employees as certified by their employer;,1,Determining average salary for the pension purposes of local government employees as certified by their employer.,House,8212,H-2162.2,0,0,0,0,Local govt employee pensions,Bill,B,(Moeller),1,0
1,0,2011-12,HB 2019,2019,,2011-12,SB 5881,SWays & Means,2011-05-12,0,0,HB 2019,Effective date 5/12/2011.,0,C 334 L 11,0,0,2011-03-16,AN ACT Relating to the deposit of the additional cigarette tax;,0,Concerning the deposit of the additional cigarette tax.,House,630,H-2201.1,0,0,0,0,Additional cigarette tax,Bill,B,(Dunshee),1,0
0,0,2011-12,HB 2020,2020,,,,,2011-05-25,0,0,HB 2020,1st substitute bill substituted.,0,H subst for,0,0,2011-03-16,AN ACT Relating to funding capital projects.,0,Relating to funding capital projects.,House,630,H-2200.1,0,0,0,0,Capital projects T.O.,Bill,B,(Dunshee),0,0
1,0,2011-12,ESHB 2020,2020,,,,,2011-06-15,0,1,ESHB 2020,Effective date 6/15/2011.,0,C 49 L 11 E1,0,1,2011-04-15,AN ACT Relating to funding capital projects;,0,Funding capital projects.,House,630,H-2671.2,0,0,0,0,Capital projects,Bill,B,(Dunshee),0,1
0,0,2011-12,HB 2021,2021,,2011-12,SB 5920,SRules X,2011-04-21,0,0,HB 2021,1st substitute bill substituted.,0,H subst for,0,0,2011-03-16,AN ACT Relating to annual increase amounts in the public employees' retirement system plan 1 and the teachers' retirement system plan 1;,0,Limiting the annual increase amounts in the public employees' retirement system plan 1 and the teachers' retirement system plan 1.,House,8286,Z-0415.2,0,0,1,0,PERS and TRS plan 1,Bill,B,(Pettigrew),1,0
1,0,2011-12,SHB 2021,2021,,,,,2011-05-16,0,0,SHB 2021,Effective date 6/30/2011.,0,C 362 L 11,0,0,2011-04-14,AN ACT Relating to annual increase amounts in the public employees' retirement system plan 1 and the teachers' retirement system plan 1;,0,Limiting the annual increase amounts in the public employees' retirement system plan 1 and the teachers' retirement system plan 1.,House,8286,H-2680.1,0,0,1,0,PERS and TRS plan 1,Bill,B,WAYS(Pettigrew),1,1
1,0,2011-12,HB 2022,2022,,,,,2012-04-11,0,0,HB 2022,"By resolution, reintroduced and retained in present status.",0,H Ways & Means,0,0,2011-03-18,AN ACT Relating to providing additional funds for medicare by extending sales and use taxes to elective cosmetic services;,0,Providing additional funds for medicare by extending sales and use taxes to elective cosmetic services.,House,4529,H-2110.3,0,0,0,0,Elective cosmetic services,Bill,B,(Reykdal),1,0
1,0,2011-12,HB 2023,2023,,,,,2012-04-11,0,0,HB 2023,"By resolution, reintroduced and retained in present status.",0,H Labor/Work Dev,0,0,2011-03-21,"AN ACT Relating to achieving savings in workers' compensation, but only with respect to the offset of permanent total disability awards by prior permanent partial disability awards and allowing self-insurers to grant requests to convert permanent partial disability awards to a lump sum;",0,Achieving savings in workers' compensation but only with respect to permanent partial disability awards and awards of permanent total disability following an award of permanent partial disability.,House,10039,H-2254.2,0,0,0,0,Workers' comp/disability,Bill,B,(Springer),1,0
1,0,2011-12,HB 2024,2024,,2011-12,SB 5879,SHea/L-T Care,2012-04-11,0,0,HB 2024,"By resolution, reintroduced and retained in present status.",0,H Erly Lrn/H Svc,0,0,2011-03-21,AN ACT Relating to studying alternatives to the operation of residential habilitation centers;,0,Requiring the department of social and health services to study alternatives to the operation of residential habilitation centers.,House,10031,H-2259.2,0,0,0,0,DSHS/residential habil. ctrs,Bill,B,(Appleton),0,0
1,0,2011-12,HB 2025,2025,,,,,2012-04-11,0,0,HB 2025,"By resolution, reintroduced and retained in present status.",0,H Labor/Work Dev,0,0,2011-03-21,"AN ACT Relating to achieving savings in workers' compensation, but only with respect to freezing cost-of-living increases for fiscal year 2012;",0,Freezing industrial insurance cost-of-living increases.,House,10039,H-2253.2,0,0,0,0,Industrial insurance,Bill,B,(Springer),1,0
0,0,2011-12,HB 2026,2026,,,,,2011-04-12,0,0,HB 2026,1st substitute bill substituted.,0,H subst for,0,0,2011-03-21,AN ACT Relating to creating the industrial insurance rainy day account;,0,Creating the industrial insurance rainy day account.,House,9997,H-2282.1,0,0,0,0,Industrial insurance account,Bill,B,(Sells),1,0
1,0,2011-12,ESHB 2026,2026,,,,,2012-04-11,0,1,ESHB 2026,"By resolution, reintroduced and retained in present status.",0,H Labor/Work Dev,0,1,2011-04-06,AN ACT Relating to creating the industrial insurance rainy day account;,0,Creating the industrial insurance rainy day account.,House,9997,H-2572.1,0,0,0,0,Industrial insurance account,Bill,B,(Sells),0,1
1,0,2011-12,HB 2027,2027,,,,,2012-04-11,0,0,HB 2027,"By resolution, reintroduced and retained in present status.",0,H SGTribalAff,0,0,2011-03-22,AN ACT Relating to advertisements relating to licensing services in department of licensing publications and on the department of licensing web site;,0,Allowing advertisements relating to licensing services in department of licensing publications and on the department of licensing web site.,House,8240,H-2269.1,0,0,0,0,Licensing services ads,Bill,B,(Hinkle),1,0
1,0,2011-12,HB 2028,2028,,,,,2012-04-11,0,0,HB 2028,"By resolution, reintroduced and retained in present status.",0,H Ways & Means,0,0,2011-03-22,AN ACT Relating to transferring executive ethics responsibilities to the public disclosure and ethics commission;,0,Transferring executive ethics responsibilities to the public disclosure and ethics commission.,House,8215,H-2278.1,0,0,0,0,Executive ethics,Bill,B,(Hudgins),1,0
1,0,2011-12,HB 2029,2029,,,,,2012-04-11,0,0,HB 2029,"By resolution, reintroduced and retained in present status.",0,H SGTribalAff,0,0,2011-03-22,AN ACT Relating to the reform and streamlining of the sentencing guidelines commission for the purpose of saving money;,0,Reforming and streamlining the sentencing guidelines commission for the purpose of saving money.,House,8215,H-1983.4,0,0,0,0,Sentencing guidelines comm.,Bill,B,(Hudgins),1,0
1,0,2011-12,HB 2030,2030,,,,,2012-04-11,0,0,HB 2030,"By resolution, reintroduced and retained in present status.",0,H Local Govt,0,0,2011-03-23,AN ACT Relating to port districts;,0,Concerning port districts.,House,5160,H-0464.2,0,0,0,0,Port districts,Bill,B,(Anderson),0,0
1,0,2011-12,HB 2031,2031,,,,,2012-04-11,0,0,HB 2031,"By resolution, reintroduced and retained in present status.",0,H Local Govt,0,0,2011-03-23,AN ACT Relating to industrial manufacturing sites in counties with fewer than fifty thousand persons;,0,Authorizing industrial manufacturing sites in counties with fewer than fifty thousand persons.,House,5160,H-2017.2,0,0,0,0,Industrial manufacturing,Bill,B,(Anderson),0,0
1,0,2011-12,HB 2032,2032,,,,,2012-04-11,0,0,HB 2032,"By resolution, reintroduced and retained in present status.",0,H Ways & Means,0,0,2011-03-23,AN ACT Relating to replacing the business and occupation tax with a flat rate corporate net income tax;,0,Replacing the business and occupation tax with a flat rate corporate net income tax.,House,5160,H-1413.3,0,0,0,0,Flat rate corporate inc. tax,Bill,B,(Anderson),0,0
1,0,2011-12,HB 2033,2033,,,,,2012-04-11,0,0,HB 2033,"By resolution, reintroduced and retained in present status.",0,H Ways & Means,0,0,2011-03-23,AN ACT Relating to consolidating arts and heritage programs for the purpose of streamlining government and improving efficiency;,0,Consolidating arts and heritage programs for the purpose of streamlining government and improving efficiency.,House,5156,H-2312.1,0,0,0,0,Arts and heritage programs,Bill,B,(Darneille),1,0
